queue_position,video_id,upload_date,final_caption,original_caption,was_translated,views,duration_s,sort_ts
766,7153749115204029701,2022-10-12,Look at this wave in Rio de Janeiro 🇧🇷 💎 #fyp #fy #tiktokbr #surf #skimboard #riodejaneiro,Olha essa onda no Rio de Janeiro 🇧🇷 💎 #fyp #fy #tiktokbr #surf #skimboard #riodejaneiro,1,10200,6,1665612016
767,7155200602115542277,2022-10-16,Today's little cruise around Rio 🍇 #fyp #fy #riodejaneiro #rj #role #barradatijuca #surf #skate #ondas #mar #jetski,Rolézinho de hoje no RJ 🍇 #fyp #fy #riodejaneiro #rj #role #barradatijuca #surf #skate #ondas #mar #jetski,1,6151,46,1665949966
768,7155979014182538501,2022-10-18,Today was so good 🤝❤️‍🔥 #riodejaneiro #rj #skimboard #surf #surfista #praia #verão #carioca,Hoje tava muito bom 🤝❤️‍🔥 #riodejaneiro #rj #skimboard #surf #surfista #praia #verão #carioca,1,5879,11,1666131205
769,7157519006616931590,2022-10-23,This wave almost eat me alive 🤯😂 Essa onda quase me engoliu haha #fyp #fy #fail #almostfail #hectic #crazy #waves #ocean #nature #surf #viral,This wave almost eat me alive 🤯😂 Essa onda quase me engoliu haha #fyp #fy #fail #almostfail #hectic #crazy #waves #ocean #nature #surf #viral,0,9232,7,1666489768
770,7157756115676122374,2022-10-23,One of the best places in the world to #SKIMBOARD 🇲🇽❤️‍🔥 @exileskimboards #fy #fyp #foryou #massive #drake #viral #surfing #waves #satisfying,Um dos melhores lugares do mundo pra fazer #SKIMBOARD 🇲🇽❤️‍🔥 @exileskimboards #fy #fyp #foryou #massive #drake #viral #surfing #waves #satisfying,1,15500,10,1666544969
771,7163042898504600838,2022-11-06,Going FAST 🏄‍♂️⚡️ #Skimboard #Nazaré 🚁 Drone by @johannes_hertel #bigwaves #surfing #drone,Going FAST 🏄‍♂️⚡️ #Skimboard #Nazaré 🚁 Drone by @johannes_hertel #bigwaves #surfing #drone,0,6853,23,1667775895
772,7163499208912260358,2022-11-08,Who’s next on the roller coaster?,Who’s next on the roller coaster?,0,350000,12,1667882153
773,7163655988317392133,2022-11-08,The big wave paradise 📍🇵🇹 ❤️‍🔥 #Nazare #Surf #BigWaves #Skimboard #Skimboarding #Portugal #Paradise,The big wave paradise 📍🇵🇹 ❤️‍🔥 #Nazare #Surf #BigWaves #Skimboard #Skimboarding #Portugal #Paradise,0,108100,21,1667918643
774,7164280404759874821,2022-11-10,Babe's first tow in 😍 #Surf #towin #jetski #redbull #Brasil #riodejaneiro,Primeiro tow in da gata 😍 #Surf #towin #jetski #redbull #Brasil #riodejaneiro,1,235400,14,1668064027
775,7164447393398738182,2022-11-10,We go fast @Exile Skimboards 🚀 #fyp #fy #skimboard #surfing #surf #waves #speed #fast #sports,We go fast @Exile Skimboards 🚀 #fyp #fy #skimboard #surfing #surf #waves #speed #fast #sports,0,4619,21,1668102902
776,7164900351085186310,2022-11-11,Rule #1 🫡 #sendit #viral #fail #wipeout #skimboard #surf #shorebreak #waves #crazy,Rule #1 🫡 #sendit #viral #fail #wipeout #skimboard #surf #shorebreak #waves #crazy,0,14200,12,1668208366
777,7165235799418490117,2022-11-12,LIFE IS AWESOME LET'S GO ENJOY IT 🤩 #fyp #fy #viral #sunset #lifestyle #goodvibe #bless #surf #jetski,A VIDA É IRADA BORA CURTIR 🤩 #fyp #fy #viral #sunset #lifestyle #goodvibe #bless #surf #jetski,1,4279,14,1668286467
778,7165366625133169926,2022-11-13,Sempre na back 🫶🏼✨ #Nazare #BigWaves #teamwork #surf #skimboarding,Sempre na back 🫶🏼✨ #Nazare #BigWaves #teamwork #surf #skimboarding,0,10600,20,1668316938
779,7165742954189966598,2022-11-14,,,0,5358,14,1668404562
780,7165970921524710661,2022-11-14,Keep sending it 🚀 #sendit #icantstop #skimboarding #surfing #dowhatyoulove #athlete,Keep sending it 🚀 #sendit #icantstop #skimboarding #surfing #dowhatyoulove #athlete,0,17800,15,1668457626
781,7166391025903127813,2022-11-15,I miss this 🤪🇲🇽❤️‍🔥 #skimboarding #shorebreak #surfing #waves #ocean #sports #nature #sunset,I miss this 🤪🇲🇽❤️‍🔥 #skimboarding #shorebreak #surfing #waves #ocean #sports #nature #sunset,0,17600,14,1668555441
782,7166602099617271046,2022-11-16,Routine in Nazaré 🫡🇵🇹❤️‍🔥 Nothing like one day after another #rotina #lifestyle #atleta #pov #fyp #skimboard #surfista #ondasgigantes,Rotina em Nazaré 🫡🇵🇹❤️‍🔥 Nada como um dia após o outro dia #rotina #lifestyle #atleta #pov #fyp #skimboard #surfista #ondasgigantes,1,7102,41,1668604585
783,7166857357325061382,2022-11-17,Saved this one on time 😂 #skimboarding #trafalgar #spain,Saved this one on time 😂 #skimboarding #trafalgar #spain,0,13900,10,1668664020
784,7167085088646155525,2022-11-17,#raw,#raw,0,12900,10,1668717039
785,7167359664861089029,2022-11-18,Let’s go team @lucaschumbo 🫡🚀 @Red Bull Brasil 📹 @yunesview #surf #nazare #bigwaves #teamwork #team #redbull,Let’s go team @lucaschumbo 🫡🚀 @Red Bull Brasil 📹 @yunesview #surf #nazare #bigwaves #teamwork #team #redbull,0,6320,37,1668780969
786,7167916372373097734,2022-11-20,Thank you so much Cabo 🫶🏼🇲🇽✨ #skimboarding #mexico #shorebreak #cabosanlucas,Muchas gracias Cabo 🫶🏼🇲🇽✨ #skimboarding #mexico #shorebreak #cabosanlucas,1,166800,19,1668910592
787,7169153633840418054,2022-11-23,Pirates in the background 🏴‍☠️ #mexico #skimboarding #shorebreak #pirate,Pirates in the background 🏴‍☠️ #mexico #skimboarding #shorebreak #pirate,0,10600,9,1669198664
788,7169687053528026373,2022-11-24,Skimboard tutorial for the kids 🫶🏼✨ #skimboarding #tutorial #skimboardtutorial #brasil #leblon,Tutorial skimboard para os cria 🫶🏼✨ #skimboarding #tutorial #skimboardtutorial #brasil #leblon,1,226800,326,1669322856
789,7170051440713518341,2022-11-25,"No matter the day you have, remember to smile in the end 😁 #skimboarding #badday #wipeout #shorebreak","No matter the day you have, remember to smile in the end 😁 #skimboarding #badday #wipeout #shorebreak",0,13600,14,1669407697
790,7170406873173249285,2022-11-26,"Season stoped for now, thank you for all the support 🫶🏼 foco na recuperação por agora 🙌🏼 #skimboarding #bigwaves #recovery","Season stoped for now, thank you for all the support 🫶🏼 foco na recuperação por agora 🙌🏼 #skimboarding #bigwaves #recovery",0,10800,20,1669490452
791,7170659202963115270,2022-11-27,Nothing beats this feeling 🤤 Nada melhor que essa vibe ❤️‍🔥 #surf #skimboard #bigwaves #ocean #reggae #goodvibes #adrenaline #jetski #lifestyle,Nothing beats this feeling 🤤 Nada melhor que essa vibe ❤️‍🔥 #surf #skimboard #bigwaves #ocean #reggae #goodvibes #adrenaline #jetski #lifestyle,0,19300,20,1669549203
792,7171121043812257029,2022-11-28,Can’t stop thinking about this spot 💭#skimboarding #sider #shorebreak,Can’t stop thinking about this spot 💭#skimboarding #sider #shorebreak,0,716000,11,1669656733
793,7171526826848800005,2022-11-29,How beautiful is the power of the ocean? #nofins #skimboarding #bigwaves,How beautiful is the power of the ocean? #nofins #skimboarding #bigwaves,0,11700,22,1669751211
794,7171782855947848965,2022-11-30,🇵🇹 Anyone here from Portugal ?! #nazaré #portugal #tiktokportugal #surf #ondasgrandez,🇵🇹 Tem alguém aí de Portugal ?! #nazaré #portugal #tiktokportugal #surf #ondasgrandez,1,494300,11,1669810823
795,7172175523358035205,2022-12-01,Is it even possible? #skimboarding #portugal #dreamtrick,Será que é possível? #skimboarding #portugal #dreamtrick,1,12700,11,1669902254
796,7172481958839143685,2022-12-02,"You can call me up for the World Cup ⚽️🤪 So, comment how many keepie uppies you counted! #futebol #soccer #challenge #desafio #copadomundo2022 #copa #worldcup #tiktokportugal","Já podem me escalar pra Copa do Mundo ⚽️🤪 E aí, comenta quantas embaixadinhas você contou! #futebol #soccer #challenge #desafio #copadomundo2022 #copa #worldcup #tiktokportugal",1,6483,53,1669973598
797,7172566738171596038,2022-12-02,Motivational video of the day 😂 @joaodserrao #skimboard #fail #motivacao #tiktokportugal #funny,Vídeo motivacional do dia 😂 @joaodserrao #skimboard #fail #motivacao #tiktokportugal #funny,1,14400,7,1669993334
798,7172901485645188357,2022-12-03,Didn't catch a shark but I fell in love with this sunset 🫶🏼🇵🇹 #skimboarding #tubarao #shorebreak #sunset,Não peguei tubarão mas fiquei apaixonado por esse sunset 🫶🏼🇵🇹 #skimboarding #tubarao #shorebreak #sunset,1,12200,13,1670071276
799,7172984612090547461,2022-12-03,#raw using a foamie skimboard @exileskimboards,#raw using a foamie skimboard @exileskimboards,0,10200,8,1670090628
800,7173254030712507653,2022-12-04,Looks chill on video but in real life it's terrifying 😅😂🤪 #jetski #surf #ondas #mar #tiktok #challenge #adrenalina,No vídeo parece tranquilo mas na vida real dá muito medo 😅😂🤪 #jetski #surf #ondas #mar #tiktok #challenge #adrenalina,1,97500,20,1670153361
801,7173714247518539014,2022-12-05,HOW TOW IN SURFING WORKS 🚤 🏄‍♂️ Tag a friend to do this with you 🙏 #howto #tutorial #surfing #surf #stepbystep #sports #friends #nature,HOW TOW IN SURFING WORKS 🚤 🏄‍♂️ Tag a friend to do this with you 🙏 #howto #tutorial #surfing #surf #stepbystep #sports #friends #nature,0,30400,33,1670260510
802,7173744895713234182,2022-12-05,Who recognizes this spot? Special thanks to the legend Hugo Pinheiro 🫶🏼 #skimboarding #torredebelem #portugal,Quem reconhece o lugar? Um obrigado especial à lenda Hugo Pinheiro 🫶🏼 #skimboarding #torredebelem #portugal,1,69100,60,1670267646
803,7174122026284764421,2022-12-06,✍️✍️✍️ #motivation #inspiration #goodvibes #sunset #dream #lifeisgood #grateful,✍️✍️✍️ #motivation #inspiration #goodvibes #sunset #dream #lifeisgood #grateful,0,10300,4,1670355454
804,7174144265256209670,2022-12-06,Got to play around in Serra da Estrela 🏔️ #skimboarding #snow #skim #portugal,Serra da Estrela deu para brincar 🏔️ #skimboarding #snow #skim #portugal,1,189200,18,1670360631
805,7174410337628867846,2022-12-07,Things that only happen to me… 🤣🦅💩🤷‍♂️ #fail #engraçado #blogueiro #tiktok #fyp,Coisas que só acontecem comigo… 🤣🦅💩🤷‍♂️ #fail #engraçado #blogueiro #tiktok #fyp,1,14600,24,1670422587
806,7174471037445262597,2022-12-07,Only in Portugal comments 😂 #portugal #skimboarding #shorebreak,Comentários únicos portugueses 😂 #portugal #skimboarding #shorebreak,1,127400,12,1670436713
807,7174833514444000518,2022-12-08,Going full send into the sand on this one 🤣🤪 #foryou #sendit #wipeout #fail #attempt #surfing #tiktokviral,Going full send into the sand on this one 🤣🤪 #foryou #sendit #wipeout #fail #attempt #surfing #tiktokviral,0,31000,10,1670521109
808,7175220088138747142,2022-12-09,I feel reborn every time #skimboarding #nazare #bigwaves,I feel reborn every time #skimboarding #nazare #bigwaves,0,88400,25,1670611116
809,7175584180640713990,2022-12-10,"Magical and powerful place, still recovering from it ❤️‍🩹 #skimboarding #bigwave","Magical and powerful place, still recovering from it ❤️‍🩹 #skimboarding #bigwave",0,25100,32,1670695887
810,7175828883114134790,2022-12-11,My playground 🤩💙 The most fun wave in the world 🌎💭 #foryou #fyp #360camera #tiktokviral #surfing #360waves #waves #explore #outdoor,My playground 🤩💙 A onda mais divertida do mundo 🌎💭 #foryou #fyp #360camera #tiktokviral #surfing #360waves #waves #explore #outdoor,1,20900,16,1670752867
811,7176245230008634630,2022-12-12,Sacode igual no mar 🌊😂😵‍💫 #foryou #fail #surfing #surfer #caldo #wavepool #artificial #barrel,Sacode igual no mar 🌊😂😵‍💫 #foryou #fail #surfing #surfer #caldo #wavepool #artificial #barrel,0,86200,15,1670849801
812,7176384137350139141,2022-12-12,I love skimboarding these waves 🥰 #skimboarding #wavepool,I love skimboarding these waves 🥰 #skimboarding #wavepool,0,87600,11,1670882142
813,7176716761528683781,2022-12-13,Can’t wait to be back out there 💪😤 #surfing #skimboard #bigwaves #nazare #motivation #sports #drone,Can’t wait to be back out there 💪😤 #surfing #skimboard #bigwaves #nazare #motivation #sports #drone,0,17000,11,1670959587
814,7177407821158386949,2022-12-15,Never leave your friend behind. Even if there’s a giant wave coming 🌊😳🤝 #friendship #jetski #surfing #bigwaves #tiktokviral #foryou #fyp #adrenaline,Never leave your friend behind. Even if there’s a giant wave coming 🌊😳🤝 #friendship #jetski #surfing #bigwaves #tiktokviral #foryou #fyp #adrenaline,0,10400000,17,1671120485
815,7177451994674744581,2022-12-15,Those things exist? 🤔 #skimboarding #NoFins #NoStraps,Those things exist? 🤔 #skimboarding #NoFins #NoStraps,0,43800,12,1671130771
816,7177819797000965381,2022-12-16,"If you ever wonder how we keep ourselves alive, this is how 👉🏼🛟 #safety #bigwavesurfing #safetyvest","If you ever wonder how we keep ourselves alive, this is how 👉🏼🛟 #safety #bigwavesurfing #safetyvest",0,464500,21,1671216407
817,7178209856283790597,2022-12-17,This is what skimboarding Nazaré feels like #skimboarding #nazare #bigwavesurfing #bigwaves,This is what skimboarding Nazaré feels like #skimboarding #nazare #bigwavesurfing #bigwaves,0,17900,15,1671307225
818,7178556603417873669,2022-12-18,Guess where? 📍🌎 Anyone know what place this is? #fyp #foryou #skimboard #surfing #waves #ocean #beach #sports #athlete #travel #world,Guess where? 📍🌎 Alguém adivinha que lugar é esse? #fyp #foryou #skimboard #surfing #waves #ocean #beach #sports #athlete #travel #world,1,21300,18,1671387958
819,7178608354774797573,2022-12-18,Did I went faster then the jetski? #bigwaves #bigwaverider #skimboarding #towin #nazare,Did I went faster then the jetski? #bigwaves #bigwaverider #skimboarding #towin #nazare,0,4500000,34,1671400008
820,7178972027380845830,2022-12-19,Wave pool session 🌊 🏊 🏄‍♂️ Still can’t believe this stuff exists #wavepool #waves #ocean #artificial #mindblown #pov #fyp #foryou #surfing #skimboard #360camera,Wave pool session 🌊 🏊 🏄‍♂️ Still can’t believe this stuff exists #wavepool #waves #ocean #artificial #mindblown #pov #fyp #foryou #surfing #skimboard #360camera,0,16200,32,1671484682
821,7178974929126296838,2022-12-19,TikTok gamer 🤣🤣🤣 #eununca #namorada #jogos #fun @nicolestank,Gamer de tiktok 🤣🤣🤣 #eununca #namorada #jogos #fun @nicolestank,1,17900,59,1671485357
822,7178996197145709830,2022-12-19,How many jetskis do you count? 🤔 safety it’s never enough when comes to big waves 🙌🏼 #bigwaves #towin #bigwavesurfing #skimboarding,How many jetskis do you count? 🤔 safety it’s never enough when comes to big waves 🙌🏼 #bigwaves #towin #bigwavesurfing #skimboarding,0,113800,24,1671490311
823,7179541752980704517,2022-12-21,What goes through my head when I'm riding a #skimboard 💭😅 #pov #surf #surfista #tiktokportugal #viral #fun #atleta #esporte #comedia,O que se passa na minha cabeça quando estou andando de #skimboard 💭😅 #pov #surf #surfista #tiktokportugal #viral #fun #atleta #esporte #comedia,1,419000,10,1671617336
824,7179703490321632518,2022-12-21,My friends reacting 🤣 #reactions #skimboarding #surfing #sports #fun #react #shorebreak #athlete #tricks #skills,My friends reacting 🤣 #reactions #skimboarding #surfing #sports #fun #react #shorebreak #athlete #tricks #skills,0,43400,16,1671654988
825,7179707991002713350,2022-12-21,Little Portuguese paradises 🇵🇹🫶🏼 #paraiso #paradise #namorada #portugal,Pequenos paraísos portugueses 🇵🇹🫶🏼 #paraiso #paradise #namorada #portugal,1,32900,17,1671656036
826,7180019894690368773,2022-12-22,I love #skimboarding ❤️‍🔥 #foryou #fypdongggggggg #tiktokviral,I love #skimboarding ❤️‍🔥 #foryou #fypdongggggggg #tiktokviral,0,62700,9,1671728659
827,7180094887839370502,2022-12-22,Moments that will stay forever #bigwaves #skimboarding #towin #nazare,Moments that will stay forever #bigwaves #skimboarding #towin #nazare,0,115600,18,1671746118
828,7180417202259037445,2022-12-23,Forever an iconic place #bigwaves #towin #nazare,Forever an iconic place #bigwaves #towin #nazare,0,653000,21,1671821164
829,7181542975539776774,2022-12-26,This was the Christmas plan 😍🎪🎉 #circo #show #circus #fun #diversao #natal #portugal #lisboa #fyp,O programa de Natal foi esse 😍🎪🎉 #circo #show #circus #fun #diversao #natal #portugal #lisboa #fyp,1,31500,11,1672083277
830,7181767061616594182,2022-12-27,Vacation in Portugal with my girl ❤️🇵🇹 #ferias #vacation #portugal #explore #lifestyle #outdoor #sunset #castle #travel #relationship,Férias em Portugal com a gata ❤️🇵🇹 #ferias #vacation #portugal #explore #lifestyle #outdoor #sunset #castle #travel #relationship,1,19700,11,1672135456
831,7181849882590858501,2022-12-27,Hard times 🤣 @lucaschumbo @yunesview #pov #fun #routine #nazare #portugal,Tempos difíceis 🤣 @lucaschumbo @yunesview #pov #fun #routine #nazare #portugal,1,159700,6,1672154736
832,7181933128959790342,2022-12-27,"Throwback to this magic session in the Algarve in 2019, edited by @pedrosantosribeirovideo on Instagram #skimboarding #portugal #algarve #shorebreak","Recordar esta session mágica no Algarve em 2019, editada pelo @pedrosantosribeirovideo no Instagram #skimboarding #portugal #algarve #shorebreak",1,27600,133,1672174117
833,7182339683320401158,2022-12-28,"Lost in Amazon, after skimboarding the iconic Amazon river wave Pororoca #lost #amazon #skimboarding","Lost in Amazon, after skimboarding the iconic Amazon river wave Pororoca #lost #amazon #skimboarding",0,1100000,189,1672268776
834,7182342896866086150,2022-12-28,Part 2 of lost in Amazon after skimboarding an iconic river wave #lost #amazon #skimboarding #rescue,Part 2 of lost in Amazon after skimboarding an iconic river wave #lost #amazon #skimboarding #rescue,0,154500,192,1672269524
835,7182642854928452869,2022-12-29,Which trick do you guys like the most? #skimboarding #shorebreak #sunset,Which trick do you guys like the most? #skimboarding #shorebreak #sunset,0,58900,9,1672339364
836,7182991946275638534,2022-12-30,"While I'm injured and can't surf, we watch the boys put on a show @lucaschumbo 🤝 #portugal #nazare #lucaschumbo #surf #surfista #ondas","Enquanto to machucado e não posso surfar, a gente assiste o show dos amigos @lucaschumbo 🤝 #portugal #nazare #lucaschumbo #surf #surfista #ondas",1,159500,9,1672420641
837,7183025813783055622,2022-12-30,Rescue time always on point! Here’s my pov of skimboarding big waves 🌊 #skimboarding #bigwave #pov,Rescue time always on point! Here’s my pov of skimboarding big waves 🌊 #skimboarding #bigwave #pov,0,73600,29,1672428527
838,7183342241350536453,2022-12-31,"THANK YOU 2022 🤝 Grateful for everything, hyped for what’s coming #fyp #2022 #newyear #vibes #lifestyle #sunset #dreams #","THANK YOU 2022 🤝 Grateful for everything, hyped for what’s coming #fyp #2022 #newyear #vibes #lifestyle #sunset #dreams #",0,36000,3,1672502202
839,7183370892313988358,2022-12-31,Sliding far for this one 🏄🏼‍♂️💨 #skimboarding #shorebreak,Sliding far for this one 🏄🏼‍♂️💨 #skimboarding #shorebreak,0,10100000,8,1672508873
840,7183771466125643013,2023-01-01,Nothing gives me more joy than passing everything I know on to the next generations 🤍 #skimboarding #criancas #novageracao,Nada me dá mais prazer que transmitir os ensinamentos para as próximas gerações 🤍 #skimboarding #criancas #novageracao,1,272900,15,1672602138
841,7184104242385390854,2023-01-02,Nothing like a good California barrel 🌊 cool clip by @solaglocal #skimboarding #barrel #shorebreak,Nothing like a good California barrel 🌊 cool clip by @solaglocal #skimboarding #barrel #shorebreak,0,2000000,12,1672679619
842,7184566638568623366,2023-01-03,Enjoying the vacation with my girl 🏍️ @Nicks #fyp #foryou #sunset #portugal #cascais #moto #ride #couple #goodvibes #lifestyle,Curtindo as férias com a gata 🏍️ @Nicks #fyp #foryou #sunset #portugal #cascais #moto #ride #couple #goodvibes #lifestyle,1,44300,8,1672787282
843,7185251201074613509,2023-01-05,Rio de Janeiro got me thirsty 🇧🇷🫶🏼 #skimboarding #riodejaneiro #brasil,Rio de Janeiro got me thirsty 🇧🇷🫶🏼 #skimboarding #riodejaneiro #brasil,0,394100,7,1672946665
844,7185616271122189573,2023-01-06,"Can’t resist some close rocks skimming, let me know if you spotted the 🌈 #skimboarding #rock #rainbow #dangerous","Can’t resist some close rocks skimming, let me know if you spotted the 🌈 #skimboarding #rock #rainbow #dangerous",0,562500,13,1673031664
845,7185990452816973062,2023-01-07,Get barreled at Aliso it’s a must when you go to Laguna Beach 🏖️ @bevinlunamusic #bob #skimboarding #barrel thanks for the clip @SoLagLocal,Get barreled at Aliso it’s a must when you go to Laguna Beach 🏖️ @bevinlunamusic #bob #skimboarding #barrel thanks for the clip @SoLagLocal,0,98700,7,1673118786
846,7186351161232887045,2023-01-08,We made it buddy 🤍 thanks for dreaming big #skimboarding #dreams #worldchampion #bigwaves,We made it buddy 🤍 thanks for dreaming big #skimboarding #dreams #worldchampion #bigwaves,0,202900,14,1673202770
847,7186702696810859782,2023-01-09,"I spent so many hours at this beach catching waves, one of my favorite training spots! #skimboarding #shorebreak #vidigal #brasil","I spent so many hours at this beach catching waves, one of my favorite training spots! #skimboarding #shorebreak #vidigal #brasil",0,8100000,8,1673284619
848,7187106501922688262,2023-01-10,After getting injured 6 weeks ago and working everyday to recover as fast as possible feels good to be finally doing what I love 🫡❤️ #surfing #skimboard #bigwaves #nazare #portugal #recovery #athlete #sports #extreme,After getting injured 6 weeks ago and working everyday to recover as fast as possible feels good to be finally doing what I love 🫡❤️ #surfing #skimboard #bigwaves #nazare #portugal #recovery #athlete #sports #extreme,0,77600,19,1673378639
849,7187123658672868613,2023-01-10,First big wave session after my knee injury! We’re back on track 💪🏼 #skimboarding #bigwaves #injury,First big wave session after my knee injury! We’re back on track 💪🏼 #skimboarding #bigwaves #injury,0,264400,16,1673382638
850,7187450979304967430,2023-01-11,Biggest barrel of my life #skimboarding #bigwaves #barrel,Biggest barrel of my life #skimboarding #bigwaves #barrel,0,271900,13,1673458845
851,7187807340102503685,2023-01-12,New generation always have the vibe ❤️ #skimboard #newgeneration #beach,New generation always have the vibe ❤️ #skimboard #newgeneration #beach,0,398900,12,1673541813
852,7188237420163239174,2023-01-13,This was a scary one 🫣 #skimboarding #bigwaves #wipeout,This was a scary one 🫣 #skimboarding #bigwaves #wipeout,0,613700,23,1673641949
853,7188578937390451974,2023-01-14,That’s skimboard 😌 cool shot by @SoLagLocal 🙌🏼 #skimboarding #shorebreak,That’s skimboard 😌 cool shot by @SoLagLocal 🙌🏼 #skimboarding #shorebreak,0,164600,11,1673721464
854,7188929667905195270,2023-01-15,"This huge set crossed by me while I was in the outside, there’s something unique about the power of nature that makes us feel so small and vulnerable, really special to feel this at the spot","This huge set crossed by me while I was in the outside, there’s something unique about the power of nature that makes us feel so small and vulnerable, really special to feel this at the spot",0,48600,30,1673803126
855,7189308046626147590,2023-01-16,My first time visiting an aquarium 🥹 My first time at the Lisbon Oceanarium 💙 #aquarium #aquario #oceanario #oceanariodelisboa #fyp #fy #portugal #lisboa #lisbon #tourism #travel #biology,My first time visiting an aquarium 🥹 Minha primeira vez no Oceanário de Lisboa 💙 #aquarium #aquario #oceanario #oceanariodelisboa #fyp #fy #portugal #lisboa #lisbon #tourism #travel #biology,1,24000,116,1673891226
856,7189337698623114502,2023-01-16,"Sometimes I can’t believe where my skimboard has brought me, might be my biggest wave of the season, what do you guys think? #skimboarding #bigwaves #nazare","Sometimes I can’t believe where my skimboard has brought me, might be my biggest wave of the season, what do you guys think? #skimboarding #bigwaves #nazare",0,73200,16,1673898130
857,7189723993488772357,2023-01-17,Did you ever saw a wave in X form? 🤯#skimboarding #shorebreak,Did you ever saw a wave in X form? 🤯#skimboarding #shorebreak,0,6500000,14,1673988068
858,7190110756044606725,2023-01-18,This one was close! #skimboarding #closecall #shorebreak,This one was close! #skimboarding #closecall #shorebreak,0,32100,10,1674078129
859,7190784139149217030,2023-01-20,Party waves are the most fun ones! Next time it’s on @Miguel Braz #skimboarding #shorebreak,Party waves are the most fun ones! Next time it’s on @Miguel Braz #skimboarding #shorebreak,0,30200,13,1674234903
860,7191135417893178630,2023-01-21,This board is too much fun! #skimboarding #beginnerboard #shorebreak,This board is too much fun! #skimboarding #beginnerboard #shorebreak,0,954600,16,1674316693
861,7191511409757375750,2023-01-22,This one was chasing me 🌊 #skimboarding #bigwaves,This one was chasing me 🌊 #skimboarding #bigwaves,0,37200,16,1674404235
862,7191919964570258694,2023-01-23,360 shuv going down the wave feels too good 🥰 #skimboarding #bigwaves #360shuvit #3shuv,360 shuv going down the wave feels too good 🥰 #skimboarding #bigwaves #360shuvit #3shuv,0,376100,18,1674499358
863,7192277154699169030,2023-01-24,The random reactions are the best 🥰 #skimboard #bigwaves,As reações aleatórias são as melhores 🥰 #skimboard #bigwaves,1,132700,11,1674582521
864,7192650371439889669,2023-01-25,"My favorite skim spot of all time, this wave is just something else✨ #skimboarding #sider","My favorite skim spot of all time, this wave is just something else✨ #skimboarding #sider",0,236300,17,1674669421
865,7193023482396019973,2023-01-26,One day I’ll slide to another continent #skimboarding #slide #shorebreak,One day I’ll slide to another continent #skimboarding #slide #shorebreak,0,249000,8,1674756292
866,7193788826706283781,2023-01-28,When the tide gets too high and you need to go to the other side of the beach 🪨🏄🏼‍♂️,When the tide gets too high and you need to go to the other side of the beach 🪨🏄🏼‍♂️,0,23700,12,1674934486
867,7194178883502034181,2023-01-29,This one was heavy 😂 #wipeout #wave #skimboarding #shorebreak,This one was heavy 😂 #wipeout #wave #skimboarding #shorebreak,0,36300,13,1675025303
868,7194496865474186501,2023-01-30,First time landing a big spin on a big wave! Wait for the sketchy ending 🥵 gnarly music by @Infamous Stiffs #getitstraight #skimboarding #bigwaves,First time landing a big spin on a big wave! Wait for the sketchy ending 🥵 gnarly music by @Infamous Stiffs #getitstraight #skimboarding #bigwaves,0,16800,10,1675099340
869,7194887645925870853,2023-01-31,"The place where I learned how to skimboard! I spend most of the year traveling the world in search of the most unique and giant waves, but I will never forget my roots 🇧🇷❤️ #skimboarding #rio #brasil #shorebreak","The place where I learned how to skimboard! I spend most of the year traveling the world in search of the most unique and giant waves, but I will never forget my roots 🇧🇷❤️ #skimboarding #rio #brasil #shorebreak",0,77000,6,1675190327
870,7195226425308302619,2023-02-01,Cherry on top of the cake 🍰 is the massage at the end of the wave 🌊 #skimboarding #wipeout,Cherry on top of the cake 🍰 is the massage at the end of the wave 🌊 #skimboarding #wipeout,0,19400,14,1675269206
871,7195673548097096965,2023-02-02,One of my favorite spots of all time #skimboarding #shorebreak,One of my favorite spots of all time #skimboarding #shorebreak,0,25700,9,1675373307
872,7195955692405116166,2023-02-03,Nazaré gave some shorebreak love 🥰 @Far West #whatarewewaitingfor #skimboarding,Nazaré gave some shorebreak love 🥰 @Far West #whatarewewaitingfor #skimboarding,0,16300,9,1675438999
873,7196403416187309318,2023-02-04,"First time skimboarding with a 360 camera, what do you guys think? 🤔 #skimboarding #shorebreak","First time skimboarding with a 360 camera, what do you guys think? 🤔 #skimboarding #shorebreak",0,19700,6,1675543243
874,7196731499461332229,2023-02-05,Respondendo a @growmaniax I love playing around with rocks 😂 #skimboarding #shorebreak,Respondendo a @growmaniax I love playing around with rocks 😂 #skimboarding #shorebreak,0,1500000,21,1675619631
875,7197111962088574214,2023-02-06,Got a pretty close perspective of the ground this day 😂 #skimboarding,Got a pretty close perspective of the ground this day 😂 #skimboarding,0,20300,6,1675708214
876,7197525628436925701,2023-02-07,Replying to @João Serrão the new color is better 😂 #skimboarding,Respondendo a @João Serrão the new color is better 😂 #skimboarding,1,26200,8,1675804529
877,7197837135465041157,2023-02-08,Which one is the best perspective? 🤔 #skimboarding,Which one is the best perspective? 🤔 #skimboarding,0,32300,13,1675877057
878,7198238186294742278,2023-02-09,crazy to think that the day before I was catching the biggest waves of my life on this same beach #skimboarding #shorebreak,crazy to think that the day before I was catching the biggest waves of my life on this same beach #skimboarding #shorebreak,0,42200,9,1675970433
879,7198611946051095814,2023-02-10,Little barrel for breakfast #skimboarding #shorebreak,Little barrel for breakfast #skimboarding #shorebreak,0,22900,11,1676057459
